Timestamp,Choose coder initials,Enter journal name:,Does the journal provide any guidance related to statistics or data analysis? (including referring to external guidelines),"Are any external statistical guidelines referred to? (this includes external reporting guidelines, such as CONSORT; publisher guidelines shared by many journals, such as Nature life sciences reporting checklist; and references to specific papers covering statistical issues)","If ""Yes"", which external statistical guidelines are referred to? (NOTE that these external guidelines should not be included in your coding of mentioned topics for this journal)","Other than referring to external guidelines, does the journal have its own statistical guidelines?",Is any guidance provided about p-values?,"If YES, please copy and paste all guidance related to p-values here:",Is any guidance provided about statistical significance?,"If YES, please copy and paste all guidance related to statistical significance here:",Is any guidance provided about null hypotheses?,"If YES, please copy and paste all guidance related to null hypotheses here:",Is any guidance provided about sample size justification (including statistical power)?,"If YES, please copy and paste all guidance related to sample size justification (including statistical power) here:",Is any guidance provided about confidence intervals?,"If YES, please copy and paste all guidance related to confidence intervals here:",Is any guidance provided about effect sizes?,"If YES, please copy and paste all guidance related to effect sizes here:",Is any guidance provided about multiple comparisons?,"If YES, please copy and paste all guidance related to multiple comparisons here:",Is any guidance provided about sub-group analyses?,"If YES, please copy and paste all guidance related to sub-group analyses here:",Is any guidance provided about baseline covariates?,"If YES, please copy and paste all guidance related to baseline covariates here:",Is any guidance provided about non-parametric tests?,"If YES, please copy and paste all guidance related to non-parametric tests here:",Is any guidance provided about sensitivity analysis?,"If YES, please copy and paste all guidance related to sensitivity analysis here:",Is any guidance provided about checking model assumptions?,"If YES, please copy and paste all guidance related to checking model assumptions here:",Is any guidance provided about data exclusions?,"If YES, please copy and paste all guidance related to data exclusions here:",Is any guidance provided about handling outliers?,"If YES, please copy and paste all guidance related to handling outliers here:",Is any guidance provided about handling missing data?,"If YES, please copy and paste all guidance related to handling missing data here:",Is any guidance provided about one-sided tests?,"If YES, please copy and paste all guidance related to one-sided tests here:",Is any guidance provided about Bayesian methods?,"If YES, please copy and paste all guidance related to Bayesian methods here:",Is any guidance provided about secondary outcomes?,"If YES, please copy and paste all guidance related to secondary outcomes here:",Is any guidance provided about pre-specification of analyses?,"If YES, please copy and paste all guidance related to pre-specification of analyses here:",Is any guidance provided about categorization of continuous variables?,"If YES, please copy and paste all guidance related to categorization of continuous variables here:","If relevant, use this space to note anything unusual about this journal that the team needs to discuss."
2/4/2020 15:49:53,TH,WILDLIFE MONOGRAPHS,Yes,No,,Yes - there is a dedicated section specifically providing statistical guidance,YES,"Where possible, report exact probabilities (P = 0.057, not P > 0.05). 

Include in the methods your specific model selection criteria (e.g., ΔAIC < 2, wi> 0.9) or significance threshold (α value).

Include thresholds for significance (e.g., α= 0.05) or specific model selection criteria (e.g., ΔAIC < 2, ∑wi> 0.9) if applicable.

Always try to describe the value and magnitude of the biological effect rather than focusing on the results of statistical analyses.That is, terms such as “fewer” or “smaller” tell us little, and stating that something was “statistically different (P< 0.01)” without providing the actual difference conveys little meaning to the reader.For example, stating, “A (= 43 ± 3 ha) was 25% larger than B (P< 0.001)” conveys more information than simply stating, “A was significantly larger than B.”

Avoid redundant use of the word “significantly” (e.g., write “the means differed [P= 0.016]” instead of “the means differed significantly [P= 0.016]”). Report results of statistical tests or central tendency as in the following examples:(t1 = 2.47, P = 0.013), (F3,12 = 33.10, P = 0.01), (= 22.1, P = 0.029), or (= 7.8, SE = 3.21, n= 46). Present P-values <0.001 as P ≤ 0.001.",YES,"Include in the methods your specific model selection criteria (e.g., ΔAIC < 2, wi> 0.9) or significance threshold (α value).

Include thresholds for significance (e.g., α= 0.05) or specific model selection criteria (e.g., ΔAIC < 2, ∑wi> 0.9) if applicable.

Always try to describe the value and magnitude of the biological effect rather than focusing on the results of statistical analyses.That is, terms such as “fewer” or “smaller” tell us little, and stating that something was “statistically different (P< 0.01)” without providing the actual difference conveys little meaning to the reader.For example, stating, “A (= 43 ± 3 ha) was 25% larger than B (P< 0.001)” conveys more information than simply stating, “A was significantly larger than B.”

Avoid redundant use of the word “significantly” (e.g., write “the means differed [P= 0.016]” instead of “the means differed significantly [P= 0.016]”). Report results of statistical tests or central tendency as in the following examples:(t1 = 2.47, P = 0.013), (F3,12 = 33.10, P = 0.01), (= 22.1, P = 0.029), or (= 7.8, SE = 3.21, n= 46). Present P-values <0.001 as P ≤ 0.001.",NO,,NO,,NO,,YES,"Journals of The Wildlife Society require that authors describe the magnitude of the biological effect in addition to the results of statistical analyses. This requirement can often be met with figures showing relationships, examples in the text (e.g., predicted distance was 5 km for males and 15 km for females), or odds ratios. 

Always try to describe the value and magnitude of the biological effect rather than focusing on the results of statistical analyses.That is, terms such as “fewer” or “smaller” tell us little, and stating that something was “statistically different (P< 0.01)” without providing the actual difference conveys little meaning to the reader.For example, stating, “A (= 43 ± 3 ha) was 25% larger than B (P< 0.001)” conveys more information than simply stating, “A was significantly larger than B.”",NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,
2/4/2020 15:49:53,MSH/TH,WILDLIFE MONOGRAPHS,Yes,No,,Yes - there is a dedicated section specifically providing statistical guidance,YES,"Where possible, report exact probabilities (P = 0.057, not P > 0.05). 

Include in the methods your specific model selection criteria (e.g., ΔAIC < 2, wi> 0.9) or significance threshold (α value).

Include thresholds for significance (e.g., α= 0.05) or specific model selection criteria (e.g., ΔAIC < 2, ∑wi> 0.9) if applicable.

Always try to describe the value and magnitude of the biological effect rather than focusing on the results of statistical analyses.That is, terms such as “fewer” or “smaller” tell us little, and stating that something was “statistically different (P< 0.01)” without providing the actual difference conveys little meaning to the reader.For example, stating, “A (= 43 ± 3 ha) was 25% larger than B (P< 0.001)” conveys more information than simply stating, “A was significantly larger than B.”

Avoid redundant use of the word “significantly” (e.g., write “the means differed [P= 0.016]” instead of “the means differed significantly [P= 0.016]”). Report results of statistical tests or central tendency as in the following examples:(t1 = 2.47, P = 0.013), (F3,12 = 33.10, P = 0.01), (= 22.1, P = 0.029), or (= 7.8, SE = 3.21, n= 46). Present P-values <0.001 as P ≤ 0.001.",YES,"Include in the methods your specific model selection criteria (e.g., ΔAIC < 2, wi> 0.9) or significance threshold (α value).

Include thresholds for significance (e.g., α= 0.05) or specific model selection criteria (e.g., ΔAIC < 2, ∑wi> 0.9) if applicable.

Always try to describe the value and magnitude of the biological effect rather than focusing on the results of statistical analyses.That is, terms such as “fewer” or “smaller” tell us little, and stating that something was “statistically different (P< 0.01)” without providing the actual difference conveys little meaning to the reader.For example, stating, “A (= 43 ± 3 ha) was 25% larger than B (P< 0.001)” conveys more information than simply stating, “A was significantly larger than B.”

Avoid redundant use of the word “significantly” (e.g., write “the means differed [P= 0.016]” instead of “the means differed significantly [P= 0.016]”). Report results of statistical tests or central tendency as in the following examples:(t1 = 2.47, P = 0.013), (F3,12 = 33.10, P = 0.01), (= 22.1, P = 0.029), or (= 7.8, SE = 3.21, n= 46). Present P-values <0.001 as P ≤ 0.001.",NO,,NO,,NO,,YES,"Journals of The Wildlife Society require that authors describe the magnitude of the biological effect in addition to the results of statistical analyses. This requirement can often be met with figures showing relationships, examples in the text (e.g., predicted distance was 5 km for males and 15 km for females), or odds ratios. 

Always try to describe the value and magnitude of the biological effect rather than focusing on the results of statistical analyses.That is, terms such as “fewer” or “smaller” tell us little, and stating that something was “statistically different (P< 0.01)” without providing the actual difference conveys little meaning to the reader.For example, stating, “A (= 43 ± 3 ha) was 25% larger than B (P< 0.001)” conveys more information than simply stating, “A was significantly larger than B.”",NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,
2/21/2020 2:03:05,MM,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,Yes,Yes,"PRISMA, MOOSE, STROBE, RECORD, EQUATOR ",Yes - but there is no dedicated section specifically providing statistical guidance,YES,"In the IJE we actively discourage the use of the term ""statistically significant"" or just ""significant"" and such statements in method sections as ""findings at p<0.05 were considered significant"". Where used, we ask authors to provide effect estimates with confidence intervals and exact P values, and to refrain from the use of the term ""significant"" in either the results or discussion section of their papers. Our justification of this position is given in the Sterne J, Davey-Smith G. ""Sifting the evidence - What's wrong with significance tests?"" BMJ 2001: 322:226-231. See also Wasserstein RL, Lazar NA. The ASA's statement on p-values: context, process, and purpose. The American Statistician 2016: DOI:10.1080/00031305.2016.1154108",YES,"In the IJE we actively discourage the use of the term ""statistically significant"" or just ""significant"" and such statements in method sections as ""findings at p<0.05 were considered significant"". Where used, we ask authors to provide effect estimates with confidence intervals and exact P values, and to refrain from the use of the term ""significant"" in either the results or discussion section of their papers. Our justification of this position is given in the Sterne J, Davey-Smith G. ""Sifting the evidence - What's wrong with significance tests?"" BMJ 2001: 322:226-231. See also Wasserstein RL, Lazar NA. The ASA's statement on p-values: context, process, and purpose. The American Statistician 2016: DOI:10.1080/00031305.2016.1154108",NO,,NO,,YES,"Where used, we ask authors to provide effect estimates with confidence intervals and exact P values, and to refrain from the use of the term ""significant"" in either the results or discussion section of their papers.",YES,"Where used, we ask authors to provide effect estimates with confidence intervals and exact P values, and to refrain from the use of the term ""significant"" in either the results or discussion section of their papers.",NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,"If the data are appropriate, age grouping should be mid-decade to mid-decade or in five-year age groups (e.g. 35-44 or 35-39, 40-44, etc, but not 20-29, 30-39 or other groupings.","This paper accepts ""Statistical papers"" with the emphasis on proper writting of symbols:
""The correct preparation of statistical manuscripts is particularly important and the precise nature and position of each symbol must be clear. In general, distinction should be made between: capitals and small letters; ordinary and bold-faced letters; certain greek letters and similar roman letters; subscripts, superscripts and 'ordinary' symbols. Statistical symbols are automatically set in italics and need not be underlined except to prevent ambiguity, e.g. when an isolated letter, such as a, occurs in the text. Symbols should not be used to start a sentence."""
7/22/2020 12:52:59,TH,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,Yes,Yes,"PRISMA, MOOSE, STROBE, RECORD, EQUATOR ",Yes - but there is no dedicated section specifically providing statistical guidance,YES,"In the IJE we actively discourage the use of the term ""statistically significant"" or just ""significant"" and such statements in method sections as ""findings at p<0.05 were considered significant"". Where used, we ask authors to provide effect estimates with confidence intervals and exact P values, and to refrain from the use of the term ""significant"" in either the results or discussion section of their papers. Our justification of this position is given in the Sterne J, Davey-Smith G. ""Sifting the evidence - What's wrong with significance tests?"" BMJ 2001: 322:226-231. See also Wasserstein RL, Lazar NA. The ASA's statement on p-values: context, process, and purpose. The American Statistician 2016: DOI:10.1080/00031305.2016.1154108",YES,"In the IJE we actively discourage the use of the term ""statistically significant"" or just ""significant"" and such statements in method sections as ""findings at p<0.05 were considered significant"". Where used, we ask authors to provide effect estimates with confidence intervals and exact P values, and to refrain from the use of the term ""significant"" in either the results or discussion section of their papers. Our justification of this position is given in the Sterne J, Davey-Smith G. ""Sifting the evidence - What's wrong with significance tests?"" BMJ 2001: 322:226-231. See also Wasserstein RL, Lazar NA. The ASA's statement on p-values: context, process, and purpose. The American Statistician 2016: DOI:10.1080/00031305.2016.1154108",NO,,NO,,YES,"Where used, we ask authors to provide effect estimates with confidence intervals and exact P values, and to refrain from the use of the term ""significant"" in either the results or discussion section of their papers. Our justification of this position is given in the Sterne J, Davey-Smith G. ""Sifting the evidence - What's wrong with significance tests?"" BMJ 2001: 322:226-231. See also Wasserstein RL, Lazar NA. The ASA's statement on p-values: context, process, and purpose. The American Statistician 2016: DOI:10.1080/00031305.2016.1154108",YES,"Where used, we ask authors to provide effect estimates with confidence intervals and exact P values",NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,"If the data are appropriate, age grouping should be mid-decade to mid-decade or in five-year age groups (e.g. 35-44 or 35-39, 40-44, etc, but not 20-29, 30-39 or other groupings.",
,MM/TH,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,Yes,Yes,"PRISMA, MOOSE, STROBE, RECORD, EQUATOR ",Yes - but there is no dedicated section specifically providing statistical guidance,YES,"In the IJE we actively discourage the use of the term ""statistically significant"" or just ""significant"" and such statements in method sections as ""findings at p<0.05 were considered significant"". Where used, we ask authors to provide effect estimates with confidence intervals and exact P values, and to refrain from the use of the term ""significant"" in either the results or discussion section of their papers. Our justification of this position is given in the Sterne J, Davey-Smith G. ""Sifting the evidence - What's wrong with significance tests?"" BMJ 2001: 322:226-231. See also Wasserstein RL, Lazar NA. The ASA's statement on p-values: context, process, and purpose. The American Statistician 2016: DOI:10.1080/00031305.2016.1154108",YES,"In the IJE we actively discourage the use of the term ""statistically significant"" or just ""significant"" and such statements in method sections as ""findings at p<0.05 were considered significant"". Where used, we ask authors to provide effect estimates with confidence intervals and exact P values, and to refrain from the use of the term ""significant"" in either the results or discussion section of their papers. Our justification of this position is given in the Sterne J, Davey-Smith G. ""Sifting the evidence - What's wrong with significance tests?"" BMJ 2001: 322:226-231. See also Wasserstein RL, Lazar NA. The ASA's statement on p-values: context, process, and purpose. The American Statistician 2016: DOI:10.1080/00031305.2016.1154108",NO,,NO,,YES,"Where used, we ask authors to provide effect estimates with confidence intervals and exact P values, and to refrain from the use of the term ""significant"" in either the results or discussion section of their papers. Our justification of this position is given in the Sterne J, Davey-Smith G. ""Sifting the evidence - What's wrong with significance tests?"" BMJ 2001: 322:226-231. See also Wasserstein RL, Lazar NA. The ASA's statement on p-values: context, process, and purpose. The American Statistician 2016: DOI:10.1080/00031305.2016.1154108",YES,"Where used, we ask authors to provide effect estimates with confidence intervals and exact P values",NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,"If the data are appropriate, age grouping should be mid-decade to mid-decade or in five-year age groups (e.g. 35-44 or 35-39, 40-44, etc, but not 20-29, 30-39 or other groupings.",
2/21/2020 2:17:26,MM,PSYCHOTHERAPY AND PSYCHOSOMATICS,Yes,Yes,"EQAUATOR, PRISMA, ICMJE, CONSORT , TREND, ARRIVE, D, ",Yes - but there is no dedicated section specifically providing statistical guidance,YES,"All significant results must include the test value, degree(s) of freedom, and probability level.",YES,"All significant results must include the test value, degree(s) of freedom, and probability level.",NO,,NO,,NO,,NO,,NO,,NO,,YES,"The Materials and Methods section should clearly list all inclusion and exclusion criteria, methods of research, and variables evaluated and should state how outcomes were assessed. ",NO,,NO,,NO,,YES,"The Materials and Methods section should clearly list all inclusion and exclusion criteria, methods of research, and variables evaluated and should state how outcomes were assessed. ",NO,,NO,,YES,"Adequate description of statistical analysis should be provided, including the types of statistical tests and whether they were one- or two-tailed. ",NO,,"The Materials and Methods section should clearly list all inclusion and exclusion criteria, methods of research, and variables evaluated and should state how outcomes were assessed. ",,YES,"Please indicate if a review protocol exists, if and where it can be accessed, and, if available, provide registration information including the registration number",NO,,"These guidelines were not in guidelines per se, but in the templates of articles that can be dowlonaded - specifically for research articles and sys. reviews"
7/29/2020 11:19:24,TH,PSYCHOTHERAPY AND PSYCHOSOMATICS,Yes,Yes,"PRISMA, ICMJE, CONSORT, TREND, ARRIVE",Yes - but there is no dedicated section specifically providing statistical guidance,YES,"All significant results must include the test value, degree(s) of freedom, and probability level.",YES,"All significant results must include the test value, degree(s) of freedom, and probability level.",NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,"The Materials and Methods section should clearly list all inclusion and exclusion criteria, methods of research, and variables evaluated and should state how outcomes were assessed. ",NO,,NO,,YES,"Adequate description of statistical analysis should be provided, including the types of statistical tests and whether they were one- or two-tailed. ",NO,,NO,,YES,"...all clinical trials should be registered in a publicly available registry approved by the WHO or ICMJE (see the list here) and the clinical trial number must be clearly stated in the manuscript.

Please indicate if a review protocol exists, if and where it can be accessed, and, if available, provide registration information including the registration number. ",NO,,
,MM/TH,PSYCHOTHERAPY AND PSYCHOSOMATICS,Yes,Yes,"PRISMA, ICMJE, CONSORT, TREND, ARRIVE",Yes - but there is no dedicated section specifically providing statistical guidance,YES,"All significant results must include the test value, degree(s) of freedom, and probability level.",YES,"All significant results must include the test value, degree(s) of freedom, and probability level.",NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,"The Materials and Methods section should clearly list all inclusion and exclusion criteria, methods of research, and variables evaluated and should state how outcomes were assessed. ",NO,,NO,,YES,"Adequate description of statistical analysis should be provided, including the types of statistical tests and whether they were one- or two-tailed. ",NO,,NO,,YES,"...all clinical trials should be registered in a publicly available registry approved by the WHO or ICMJE (see the list here) and the clinical trial number must be clearly stated in the manuscript.

Please indicate if a review protocol exists, if and where it can be accessed, and, if available, provide registration information including the registration number. ",NO,,
2/21/2020 2:23:02,MM,AMERICAN JOURNAL OF PSYCHIATRY,Yes,Yes,CONSORT,Yes - there is a dedicated section specifically providing statistical guidance,YES,"All significant and important nonsignificant results must include the test value, degree(s) of freedom, and probability.",YES,"All significant and important nonsignificant results must include the test value, degree(s) of freedom, and probability.",NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,"Adequate description of statistical analysis should be provided, including the names of the statistical tests and whether tests were one- or two-tailed. ",NO,,NO,,NO,,NO,,Interesting part: Statistical tests that are not well-known should be referenced.
7/29/2020 15:31:49,TH,AMERICAN JOURNAL OF PSYCHIATRY,Yes,Yes,CONSORT,Yes - there is a dedicated section specifically providing statistical guidance,YES,"All significant and important nonsignificant results must include the test value, degree(s) of freedom, and probability",YES,"All significant and important nonsignificant results must include the test value, degree(s) of freedom, and probability",NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,"Adequate description of statistical analysis should be provided, including the names of the statistical tests and whether tests were one- or two-tailed. ",NO,,NO,,YES," CLINICAL TRIAL REGISTRATION
The American Journal of Psychiatry requires, as a condition of consideration for publication, registration of clinical trials in a public trials registry. Trials must be registered at or before the onset of patient enrollment. For this purpose, a clinical trial is defined as any research project that prospectively assigns human subjects to intervention or comparison groups to study the cause-and-effect relationship between a medical intervention and a health outcome. Studies designed for other purposes, such as to study pharmacokinetics or major toxicity (for example, phase I trials), would be exempt. The Journal does not advocate one particular registry, but requires authors to register their trial in a registry that meets several criteria. The registry must be accessible to the public at no charge. It must be open to all prospective registrants and managed by a not-for-profit organization. There must be a mechanism to ensure the validity of the registration data, and the registry should be electronically searchable.

An acceptable registry must include at minimum the following information: a unique identifying number, a statement of the intervention (or interventions) and comparison (or comparisons) studied, a statement of the study hypothesis, definitions of the primary and secondary outcome measures, eligibility criteria, key trial dates (registration date, anticipated or actual start date, anticipated or actual date of last follow-up, planned or actual date of closure to data entry, and date trial data considered complete), target number of subjects, funding source, and contact information for the principal investigator. To our knowledge, at present, only www.clinicaltrials.gov, sponsored by the United States National Library of Medicine, meets these requirements; there may be other registries, now or in the future, that meet all these requirements. Registration information must be provided in the cover letter at submission.

The clinical trials registration should be included at the end of the abstract. The requirement is that all clinical trials, essentially all phase 2 or later trials in which subjects are assigned to one or more treatment arms, either pharmacological or nonpharmacological, have clinical trials registration. Authors are responsible for having obtained registration before enrolling subjects that specifies the interventions, subject numbers and type, the primary and secondary outcomes, including assessment instruments and intervals, and statistical analysis of results. If the methods and results as described in the article are not fully consistent with the clinical trials registration, then the methods should describe what differed and why, how, and when the decision was made that resulted in the difference. We recognize that other regulatory bodies, such as sponsors, institutional review boards (IRBs), and data and safety monitoring boards (DSMBs), may change trials, and this fact should be noted. If registration was not obtained prior to the start of the trial, then other evidence, such as IRB or grant documents, should be presented to the Editorial Office to document when parameters of the trial were specified. A description of this evidence should be placed in the Methods section. ",NO,,
,MM/TH,AMERICAN JOURNAL OF PSYCHIATRY,Yes,Yes,CONSORT,Yes - there is a dedicated section specifically providing statistical guidance,YES,"All significant and important nonsignificant results must include the test value, degree(s) of freedom, and probability",YES,"All significant and important nonsignificant results must include the test value, degree(s) of freedom, and probability",NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,"Adequate description of statistical analysis should be provided, including the names of the statistical tests and whether tests were one- or two-tailed. ",NO,,NO,,YES," CLINICAL TRIAL REGISTRATION
The American Journal of Psychiatry requires, as a condition of consideration for publication, registration of clinical trials in a public trials registry. Trials must be registered at or before the onset of patient enrollment. For this purpose, a clinical trial is defined as any research project that prospectively assigns human subjects to intervention or comparison groups to study the cause-and-effect relationship between a medical intervention and a health outcome. Studies designed for other purposes, such as to study pharmacokinetics or major toxicity (for example, phase I trials), would be exempt. The Journal does not advocate one particular registry, but requires authors to register their trial in a registry that meets several criteria. The registry must be accessible to the public at no charge. It must be open to all prospective registrants and managed by a not-for-profit organization. There must be a mechanism to ensure the validity of the registration data, and the registry should be electronically searchable.

An acceptable registry must include at minimum the following information: a unique identifying number, a statement of the intervention (or interventions) and comparison (or comparisons) studied, a statement of the study hypothesis, definitions of the primary and secondary outcome measures, eligibility criteria, key trial dates (registration date, anticipated or actual start date, anticipated or actual date of last follow-up, planned or actual date of closure to data entry, and date trial data considered complete), target number of subjects, funding source, and contact information for the principal investigator. To our knowledge, at present, only www.clinicaltrials.gov, sponsored by the United States National Library of Medicine, meets these requirements; there may be other registries, now or in the future, that meet all these requirements. Registration information must be provided in the cover letter at submission.

The clinical trials registration should be included at the end of the abstract. The requirement is that all clinical trials, essentially all phase 2 or later trials in which subjects are assigned to one or more treatment arms, either pharmacological or nonpharmacological, have clinical trials registration. Authors are responsible for having obtained registration before enrolling subjects that specifies the interventions, subject numbers and type, the primary and secondary outcomes, including assessment instruments and intervals, and statistical analysis of results. If the methods and results as described in the article are not fully consistent with the clinical trials registration, then the methods should describe what differed and why, how, and when the decision was made that resulted in the difference. We recognize that other regulatory bodies, such as sponsors, institutional review boards (IRBs), and data and safety monitoring boards (DSMBs), may change trials, and this fact should be noted. If registration was not obtained prior to the start of the trial, then other evidence, such as IRB or grant documents, should be presented to the Editorial Office to document when parameters of the trial were specified. A description of this evidence should be placed in the Methods section. ",NO,,
