coder,journal,has_guidance,has_external_guidance,external_guidance,has_internal_guidance,has_internal_guidance_section,has_p_value,p_value,has_significance,significance,has_null_hypo,null_hypo,has_sample_size,sample_size,has_conf_int,conf_int,has_effect_size,effect_size,has_multi_compare,multi_compare,has_subgroup,subgroup,has_baseline_covar,baseline_covar,has_non_param,non_param,has_sensitivity,sensitivity,has_model_assume,model_assume,has_exclusion,exclusion,has_outliers,outliers,has_missing,missing,has_one_sided,one_sided,has_bayes,bayes,has_secondary,secondary,has_prespecify,prespecify,has_cat_continuous,cat_continuous
DS/TH,VALUE IN HEALTH,TRUE,TRUE,"CHEERS, CONSORT, ISPOR-SMDM, PRISMA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,Nanotoxicology,TRUE,TRUE,Uniform Requirements for Manuscripts Submitted to Biomedical Journals by ICMJE (http://www.icmje.org/icmje-recommendations.pdf),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,Journal for ImmunoTherapy of Cancer,TRUE,TRUE,CONSORT abstract extension,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,TRUE,TRUE,"EQUATOR, PRISMA, CONSORT, ORION, ISPOR, QHES",TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
DS/TH,Nature Photonics,TRUE,TRUE,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,npj Quantum Information,TRUE,TRUE,"CONSORT, REMARK, Nature life sciences reporting checklist; Nature solar cells reporting; Nature lasing reporting",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,Advanced Science,TRUE,TRUE,"CONSORT, REMARK, ARRIVE, BRISQ",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,PLANT BIOTECHNOLOGY JOURNAL,TRUE,FALSE,NA,TRUE,TRUE,TRUE,"All abbreviations must be defined in footnotes. Footnote symbols: †, ‡, §, ¶, should be used (in that order) and *, **, *** should be reserved for P-values.",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"In the case of multiple comparisons (e.g. microarray data), the probability of false positives should be considered in the analysis. Experimental procedures should be sufficiently detailed to enable the experiments to be reproduced.",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
DS/TH,PSYCHOLOGICAL METHODS,TRUE,TRUE,APA manual,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,TRUE,TRUE,APA JARS (https://apastyle.apa.org/jars),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,PSYCHOLOGICAL SCIENCE,TRUE,TRUE,For candidate gene research see Hewitt (2012; https://www.psychologicalscience.org/redesign/wp-content/uploads/2013/10/Candidate-Gene-Studies-Behavioral-Genetics-2012.pdf). For fMRI see Poldrack et al. (2008; https://doi.org/10.1016/j.neuroimage.2007.11.048),TRUE,TRUE,TRUE,"exact p values should be reported for all results greater than .001; p values below this range should be described as “p < .001.” 
",TRUE,"Psychological Science recommends the use of the “new statistics”—effect sizes, confidence intervals, and meta-analysis—to avoid problems associated with null-hypothesis significance testing (NHST).",TRUE,"(For ways to assess evidence for the null hypothesis, see, for example, Masson, 2011; Harms & Lakens, 2018; and JASP.)

Psychological Science recommends the use of the “new statistics”—effect sizes, confidence intervals, and meta-analysis—to avoid problems associated with null-hypothesis significance testing (NHST). Authors are encouraged to consult this Psychological Science tutorial by Geoff Cumming, which argues that estimation and meta-analysis are more informative than NHST and that they foster development of a cumulative, quantitative discipline. Cumming has also prepared a video workshop on the new statistics that can be found here.",TRUE,"Submitting authors are also asked to explain why they believe that the sample sizes in the studies they report were appropriate. Bakker et al. (2016) reported evidence that many published research psychologists have faulty intuitions regarding statistical power. Over the past 50 years, many psychologists have conducted large numbers of studies with low statistical power and submitted for publication those studies that obtained statistically significant results (Cohen, 1969). That practice leads to exaggerated estimates of effect size. Indeed, when statistical power is very low, only results that exaggerate the true size of an effect can be statistically significant. Therefore, it is typically not appropriate to base sample size solely on the sample sizes and/or effect sizes reported in prior research or on the results of small pilot studies (see, e.g., Gelman & Carlin, 2014). There is no single right answer to this question, but authors must explain (in the submission portal and in the manuscript) why they believe their sample size is appropriate. If an estimate of the size of an effect is given, the unit of measurement (e.g., Cohen’s d) must be specified and some rationale for believing that the estimate is sound must be provided. If the study tests more than one effect, authors must make clear which of those effects their power analysis was based upon.",TRUE,"Psychological Science recommends the use of the “new statistics”—effect sizes, confidence intervals, and meta-analysis—to avoid problems associated with null-hypothesis significance testing (NHST)... Please report 95% confidence intervals instead of standard deviations or standard errors around mean dependent variables, because confidence intervals convey more useful information—another point discussed in Cumming’s tutorial.",TRUE,"Psychological Science recommends the use of the “new statistics”—effect sizes, confidence intervals, and meta-analysis—to avoid problems associated with null-hypothesis significance testing (NHST)...Authors must include effect sizes for their major results and distributional information in their graphs (or tables, for that matter). Fine-grained graphical presentations that show how data are distributed are often the most honest way of communicating results. Please report 95% confidence intervals instead of standard deviations or standard errors around mean dependent variables, because confidence intervals convey more useful information—another point discussed in Cumming’s tutorial.
...
Guidelines for Reporting fMRI Data
...We recognize that the focus of fMRI analyses is often not on effect sizes, but rather on (a) statistical reliability and (b) replicability. We refer authors to Poldrack et al. (2008) for a useful list of reporting guidelines for such analyses.
...
Over the past 50 years, many psychologists have conducted large numbers of studies with low statistical power and submitted for publication those studies that obtained statistically significant results (Cohen, 1969). That practice leads to exaggerated estimates of effect size. Indeed, when statistical power is very low, only results that exaggerate the true size of an effect can be statistically significant. Therefore, it is typically not appropriate to base sample size solely on the sample sizes and/or effect sizes reported in prior research or on the results of small pilot studies (see, e.g., Gelman & Carlin, 2014).
",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"Research Disclosure Statements
Submitting authors must declare that they have disclosed...any data exclusions (subjects or observations)
....
The total number of excluded observations and (b) the reasons for making those exclusions (if any) have been reported in the Method section(s)",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"Manuscripts accepted for publication are eligible to earn one or more of the following badges in recognition of open scientific practices:...Preregistration badge for having a preregistered design and analysis plan for the reported research and reporting results according to that plan. An analysis plan includes specification of the variables and the analyses that will be conducted.
",FALSE,NA
DS/TH,JAMA Psychiatry,TRUE,TRUE,"EQUATOR, PRISMA, MOOSE, CONSORT, TREND, STROBE, CHEERS, ISPORT, SREGA, STARD, TRIPOD, SQUIRE, SPQR, COREQ, AAPOR",TRUE,TRUE,TRUE,"When possible, present numerical results (eg, absolute numbers and/or rates) with appropriate indicators of uncertainty, such as confidence intervals. Use means and standard deviations (SDs) for normally distributed data and medians and ranges or interquartile ranges (IQRs) for data that are not normally distributed. Avoid solely reporting the results of statistical hypothesis testing, such as P values, which fail to convey important quantitative information. For most studies, P values should follow the reporting of comparisons of absolute numbers or rates and measures of uncertainty (eg, 0.8%, 95% CI −0.2% to 1.8%; P = .13). P values should never be presented alone without the data that are being compared. If P values are reported, follow standard conventions for decimal places: for P values less than .001, report as ""P<.001""; for P values between .001 and .01, report the value to the nearest thousandth; for P values greater than or equal to .01, report the value to the nearest hundredth; and for P values greater than .99, report as ""P>.99."" For studies with exponentially small P values (eg, genetic association studies), P values may be reported with exponents (eg, P = 1×10−5). In general, there is no need to present the values of test statistics (eg, F statistics or χ² results) and degrees of freedom when reporting results.
@@@
For randomized trials using parallel-group design, there is no validity in conducting hypothesis tests regarding the distribution of baseline covariates between groups; by definition, these differences are due to chance. Because of this, tables of baseline participant characteristics should not include P values or statements of statistical comparisons among randomized groups. Instead, report clinically meaningful imbalances between groups, along with potential adjustments for those imbalances in multivariable models. To read more about statistical tests and data presentation, see the AMA Manual of Style
@@@
Avoid solely reporting the results of statistical hypothesis testing, such as P values, which fail to convey important quantitative information. For most studies, P values should follow the reporting of comparisons of absolute numbers or rates and measures of uncertainty (eg, 0.8%, 95% CI -0.2% to 1.8%; P = .13). P values should never be presented alone without the data that are being compared. See also Reporting Standards and Data Presentation.
@@@
In the reporting of results, when possible, quantify findings and present them with appropriate indicators of measurement error or uncertainty, such as confidence intervals (see Reporting Standards and Data Presentation). Avoid relying solely on statistical hypothesis testing, such as the use of P values, which fails to convey important quantitative information. 

",TRUE,"Report basic numbers only but state if results are statistically significant or not significant; do not include results of statistical tests or measures of variance (see example below). 
@@@
Avoid nontechnical uses of technical terms in statistics, such as correlation, normal, predictor, random, sample, significant, trend. Do not use inappropriate hedge terms such as marginal significance or trend toward significance for results that are not statistically significant.
@@@
State any a priori levels of significance and whether hypothesis tests were 1- or 2-sided.
@@@
",FALSE,NA,TRUE,"Sample Size Calculations
For randomized trials, a statement of the power or sample size calculation is required (see the EQUATOR Network CONSORT Guidelines). For observational studies that use an established population, a power calculation is not generally required when the sample size is fixed. However, if the sample size was determined by the researchers, through any type of sampling or matching, then there should be some justification for the number sampled. In any case, describe power and sample size calculations at the beginning of the Statistical Methods section, following the general description of the study population.
",TRUE,"Columns should include the name of the treatment, strength of evidence supporting the treatment, the treatment's effect (preferably shown as the treatment's effect as compared to control on the measured outcome together with 95% confidence intervals), 
@@@
When possible, present numerical results (eg, absolute numbers and/or rates) with appropriate indicators of uncertainty, such as confidence intervals.
@@@
Measures of relative risk also may be reported (eg, relative risk, hazard ratios) and should include confidence intervals.",TRUE,"Meta-analyses should state the major outcomes that were pooled and include odds ratios or effect sizes and, if possible, sensitivity analyses.",TRUE,"Primary Outcomes, Multiple Comparisons, and Post Hoc Comparisons
Both randomized and observational studies should identify the primary outcome(s) before the study began, as well as any prespecified secondary, subgroup, and/or sensitivity analyses. Comparisons arrived at during the course of the analysis or after the study was completed should be identified as post hoc. For analyses of more than 1 primary outcome, corrections for multiple testing should generally be used. For secondary outcomes, address multiple comparisons or consider such analyses as exploratory and interpret them as hypothesis-generating. The reporting of all outcomes should match that included in study protocols. For randomized clinical trials, protocols with complete statistical analysis plans should be cited in the Methods section and submitted as online supplementary content (see Reporting Clinical Trials). Randomized clinical trials should be primarily analyzed according to the intention-to-treat approach. Deviations from strict intention-to-treat analysis should be described as ""modified intention-to-treat,"" with the modifications clearly described.
@@@
For secondary and subgroup analyses, there should be a description of how the potential for type I error due to multiple comparisons was handled, for example, by adjustment of the significance threshold. In the absence of some approach, these analyses should generally be described and interpreted as exploratory, as should all post hoc analyses.
",TRUE,"Both randomized and observational studies should identify the primary outcome(s) before the study began, as well as any prespecified secondary, subgroup, and/or sensitivity analyses.
@@@
For secondary and subgroup analyses, there should be a description of how the potential for type I error due to multiple comparisons was handled, for example, by adjustment of the significance threshold. In the absence of some approach, these analyses should generally be described and interpreted as exploratory, as should all post hoc analyses.
@@@
Both randomized and observational studies should identify the primary outcome(s) before the study began, as well as any prespecified secondary, subgroup, and/or sensitivity analyses. 
",TRUE,"For randomized trials using parallel-group design, there is no validity in conducting hypothesis tests regarding the distribution of baseline covariates between groups; by definition, these differences are due to chance. Because of this, tables of baseline participant characteristics should not include P values or statements of statistical comparisons among randomized groups. Instead, report clinically meaningful imbalances between groups, along with potential adjustments for those imbalances in multivariable models.",FALSE,NA,TRUE,"Meta-analyses should state the major outcomes that were pooled and include odds ratios or effect sizes and, if possible, sensitivity analyses.
@@@
Both randomized and observational studies should identify the primary outcome(s) before the study began, as well as any prespecified secondary, subgroup, and/or sensitivity analyses.
",FALSE,NA,TRUE,"Study inclusion or exclusion criteria by age or age group should be defined in the Methods section. 
@@@
Each manuscript should clearly state...inclusion and exclusion criteria
@@@
Briefly describe characteristics of the literature searched and included in the review, following the PRISMA reporting guidelines, including the bibliographic databases and other sources searched, search terms used, dates included in the search, date the literature search was conducted, screening process, language limitations, and inclusion and exclusion criteria. 
",FALSE,NA,TRUE,"Missing Data
Report losses to observation, such as dropouts from a clinical trial or those lost to follow-up or unavailable in an observational study. If some participants are excluded from analyses because of missing or incomplete data, provide a supplementary table that compares the observed characteristics between participants with complete and incomplete data. Consider multiple imputation methods to impute missing data and include an assessment of whether data were missing at random. Approaches based on ""last observation carried forward"" should not be used.
",TRUE,State any a priori levels of significance and whether hypothesis tests were 1- or 2-sided.,FALSE,NA,TRUE,"All manuscripts reporting clinical trials, including those limited to secondary exploratory or post hoc analysis of trial outcomes, must include the following: ...
@@@
Each manuscript should clearly state...the primary and secondary outcome measures (consistent with those reported in the trial protocol)
@@@
All clinical trials, regardless of when they were completed, and secondary analyses of original clinical trials must be registered before submission of a manuscript based on the trial.
@@@
Primary Outcomes, Multiple Comparisons, and Post Hoc Comparisons
Both randomized and observational studies should identify the primary outcome(s) before the study began, as well as any prespecified secondary, subgroup, and/or sensitivity analyses. 
....
For secondary outcomes, address multiple comparisons or consider such analyses as exploratory and interpret them as hypothesis-generating.
@@@
For secondary and subgroup analyses, there should be a description of how the potential for type I error due to multiple comparisons was handled, for example, by adjustment of the significance threshold. In the absence of some approach, these analyses should generally be described and interpreted as exploratory, as should all post hoc analyses.",TRUE,"All clinical trials, regardless of when they were completed, and secondary analyses of original clinical trials must be registered before submission of a manuscript based on the trial. Secondary data analyses of primary (parent) clinical trials should not be registered as separate clinical trials, but instead should reference the trial registration number of the primary trial. Please note: for clinical trials starting patient enrollment after July 2005, trials must have been registered before onset of patient enrollment. For trials that began before July 2005 but that were not registered before September 13, 2005, trials must have been registered before journal submission. Trial registry name, registration identification number, and the URL for the registry should be included at the end of the abstract and also in the space provided on the online manuscript submission form.
@@@
All clinical trials that have begun randomization must be registered at an appropriate online public registry (see Trial Registration requirements). Follow SPIRIT Reporting Guidelines. 
@@@ All manuscripts reporting clinical trials, including those limited to secondary exploratory or post hoc analysis of trial outcomes, must include the following:

Copy of the original trial protocol, including the complete statistical analysis plan and any amendments.",FALSE,NA
DS/TH,Lancet Psychiatry,TRUE,TRUE,"ICMJE, CONSORT, STARD, STROBE, STREGA, PRISMA, GATHER, MIAME",TRUE,FALSE,TRUE,"p values should be given to two significant figures, unless p<0·0001",FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"For intervention studies, the abstract should include the primary
outcome expressed as the difference between groups with a
confidence interval on that difference (absolute differences are
more useful than relative ones).",TRUE,"For intervention studies, the abstract should include the primary
outcome expressed as the difference between groups with a
confidence interval on that difference (absolute differences are
more useful than relative ones).",FALSE,NA,TRUE,"Separate reporting of data by demographic variables, such as age and sex, facilitates pooling of data for subgroups across studies and should be routine, unless inappropriate",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"Authors should briefly state...the criteria used to include or exclude studies (including the exact start and end dates of the search), which should not be limited to English language publications",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,Secondary outcomes can be included as long as they are clearly marked as secondary and all such outcomes are reported.,TRUE,"We encourage the registration of all interventional trials,
whether early or late phase, in a primary register that participates
in WHO’s International Clinical Trial Registry Platform (see Lancet
2007; 369: 1909–11) or in ClinicalTrials.gov, in accord with
ICMJE recommendations. We also encourage full public
disclosure of the minimum 21-item trial registration dataset at
the time of registration and before recruitment of the first
participant (see Lancet 2006; 367: 1631–35). The registry must
be independent of for-profit interest
@@@
We encourage the registration of all observational studies on a
WHO-compliant registry (see Lancet 2010; 375: 348)
",FALSE,NA
DS/TH,BULLETIN OF THE WORLD HEALTH ORGANIZATION,TRUE,TRUE,"ICMJE, PRISMA, EQUATOR",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,TOURISM MANAGEMENT,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"Testing of the adequacy of the sample size should be undertaken
",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"b) A list of the items used in scaled data is required that shows the means, standard deviations, skew and kurtosis is requested. Many statistical techniques make assumptions of normality and referees and readers need to know that data does or does not conform to this requirement. The tables may be added as an appendix;
c) The use of structural equation modelling is a popular technique, and hence referees would wish to know not only that data meets the requirement of normality (and if not, what has been done about it) but also how missing data have been treated. It is a common requirement that not only are indices of fit reported, but also a covariance matrix is provided and critical ratios and average variance extracted are also reported;
",FALSE,NA,FALSE,NA,TRUE,"c) The use of structural equation modelling is a popular technique, and hence referees would wish to know not only that data meets the requirement of normality (and if not, what has been done about it) but also how missing data have been treated. It is a common requirement that not only are indices of fit reported, but also a covariance matrix is provided and critical ratios and average variance extracted are also reported;",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
DS/TH,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
MSH/TH,JOURNAL OF AUTOIMMUNITY,TRUE,TRUE,ARRIVE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH/TH,Nano Energy,TRUE,TRUE,ARRIVE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH/TH,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,TRUE,TRUE,"EQUATOR, Randomised trials: CONSORT, Observational studies: STROBE, Systematic reviews: PRISMA, Case reports: CARE, Qualitative research: SRQR, Diagnostic / prognostic studies: STARD, Quality improvement studies: SQUIRE, Economic evaluations: CHEERS, Study protocols: SPIRIT, Clinical practice guidelines: AGREE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH/TH,PLANT CELL,TRUE,TRUE,"Additional resources:

Statistics for Biologists (Nature)

Use of ANOVA versus T-test (The Plant Cell)

How Robust Are Your Data? (Nature)

Error Bars in Experimental Biology (J. Exp. Bot.)

Know When Your Numbers Are Significant (Nature)

Ten Simple Rules for Reproducible Computational Research",TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,we look for...the use of multiple comparison corrections where necessary to control for Type I family-wise error,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
MSH/TH,PERSONNEL PSYCHOLOGY,TRUE,TRUE,JARS,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH/TH,ENVIRONMENT INTERNATIONAL,TRUE,TRUE,PRISMA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSH/TH,Epidemiology and Psychiatric Sciences,TRUE,TRUE,EQUATOR,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,Molecular Ecology Resources,TRUE,TRUE,ARRIVE,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
DS/TH,Conservation Letters,TRUE,FALSE,NA,TRUE,TRUE,TRUE,"Any article reporting p-values must also report 95% Confidence Intervals (CIs) in the text and in figures. All figures that include data used in statistical analyses must show error bars on the figure, either in the main text or Supporting Information. Where possible, these error bars should show 95% CIs, but in all cases authors must be explicit about what the error bars show.",FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"Any article reporting p-values must also report 95% Confidence Intervals (CIs) in the text and in figures. All figures that include data used in statistical analyses must show error bars on the figure, either in the main text or Supporting Information. Where possible, these error bars should show 95% CIs, but in all cases authors must be explicit about what the error bars show.",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
DS/TH,PLANT CELL AND ENVIRONMENT,TRUE,TRUE,"EQUATOR
Randomised trials: CONSORT
Observational studies: STROBE
Systematic reviews: PRISMA
Case reports: CARE
Qualitative research: SRQR
Diagnostic / prognostic studies: STARD
Quality improvement studies: SQUIRE
Economic evaluations: CHEERS
Animal pre-clinical studies: ARRIVE
Study protocols: SPIRIT
Clinical practice guidelines: AGREE
MIBBI",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,Evolutionary Applications,TRUE,TRUE,"CONSORT, STROBE, PRISMA, CARE, SRQR, STARD, SQUIRE, CHEERS, SPIRIT, AGREE, ARRIVE, MIBBI",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS/TH,AMERICAN SOCIOLOGICAL REVIEW,TRUE,FALSE,NA,TRUE,FALSE,TRUE,"Generally, results at p > .05 (such as p < .10) should not be indicated as significant. Use asterisks *, **, and *** to indicate significance at the p < .05, p < .01, and p < .001 levels, respectively",TRUE,"Generally, results at p > .05 (such as p < .10) should not be indicated as significant.",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,always specify one-tailed or two-tailed tests.,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
DS/TH,npj Biofilms and Microbiomes,TRUE,TRUE,"CONSORT, REMARK, Nature life sciences reporting checklist",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM/TH,MOLECULAR ECOLOGY,TRUE,TRUE,ARRIVE,TRUE,TRUE,TRUE,"Tables - symbols  *, **, *** should be reserved for P-values",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
MM/TH,ALLERGY,TRUE,TRUE,"STROBE, CONSORT, STREGA, MIAME, PRISMA, CARE, SRQR, STARD, SQUIRE, CHEERS, SPIRIT, AGREE, ARRIVE, Minimum Information Guidelines from Diverse Bioscience Communities (MIBBI)",TRUE,FALSE,TRUE,"Tables - symbols  *, **, *** should be reserved for P-values",FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
MM/TH,PHARMACOLOGICAL RESEARCH,TRUE,TRUE,"ARRIVE, Uniform Requirements for manuscripts submitted to Biomedical journals, http://www.icmje.org",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM/TH,Acta Pharmaceutica Sinica B,TRUE,TRUE,"ARRIVE,CONSORT, ICMJE guidelines (Recommendations for the Conduct, Reporting, Editing
and Publication of Scholarly Work in Medical Journals)",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
